,type,mean,var,guess_rate,lapse_rate,model,set,subject
0,1,,,,,,train,0
1,5,13.506601247242967,0.43162162725989267,0.022552254843115342,0.01585218165269827,PsychometricCurve(model='wh'),train,0
2,4,13.560847562081243,0.39813434221461214,0.010000000000000507,0.020200362113737876,PsychometricCurve(model='wh'),train,0
3,3,13.527601207788608,0.42064271903903433,0.010000000000000378,0.01665608063413994,PsychometricCurve(model='wh'),train,0
4,2,13.525242927821,0.41176514363804173,0.013218503838767484,0.03166087544103613,PsychometricCurve(model='wh'),train,0
5,3,13.608331483950494,0.6930064496951023,0.010000000001189531,0.024726478971250656,PsychometricCurve(model='wh'),test,0
6,2,13.646148011756921,0.8619065256085195,0.020989548732355368,0.017327305477024,PsychometricCurve(model='wh'),test,0
7,1,13.586023249479824,0.8115502488609098,0.014235686493132031,0.03698893229269726,PsychometricCurve(model='wh'),test,0
8,5,13.517191994260356,0.6097822893271291,0.04961844705575717,0.04266328119513149,PsychometricCurve(model='wh'),test,0
9,4,13.584330123347414,0.6231059247076696,0.010000000000000373,0.03243756789009602,PsychometricCurve(model='wh'),test,0
10,1,13.545031820099346,0.4391965838492198,0.014921136937824172,0.04715166610711933,PsychometricCurve(model='wh'),train,1
11,5,13.676203303983968,0.5517580946137166,0.016947748439194093,0.030870164472639704,PsychometricCurve(model='wh'),train,1
12,4,13.746081813783052,0.5151830377421642,0.010000000000000873,0.03417619760489767,PsychometricCurve(model='wh'),train,1
13,3,13.743815470507956,0.5720766616143212,0.010000000002801577,0.03384333595782228,PsychometricCurve(model='wh'),train,1
14,2,13.573977417269644,0.45852678488326104,0.01242567073769921,0.049999999999992,PsychometricCurve(model='wh'),train,1
15,3,13.786827176619532,0.7635312287920125,0.010000000004689884,0.028630014441370772,PsychometricCurve(model='wh'),test,1
16,2,13.677555417538606,1.0632397189499005,0.01000000000165136,0.049999999999956975,PsychometricCurve(model='wh'),test,1
17,1,13.640359214149743,1.010397862764164,0.010000000003837582,0.046155288360283854,PsychometricCurve(model='wh'),test,1
18,5,13.745985097398336,0.764773423801289,0.025194908601070067,0.010046352617933922,PsychometricCurve(model='wh'),test,1
19,4,13.770027997310253,0.6668937213815568,0.010000000000044945,0.039972771999075465,PsychometricCurve(model='wh'),test,1
20,1,13.642201586390348,0.41474519082801353,0.010000000009446675,0.04076255302171952,PsychometricCurve(model='wh'),train,2
21,5,13.681933970924346,0.41804430830425443,0.010022954605524869,0.03356420069146041,PsychometricCurve(model='wh'),train,2
22,4,13.747398439275507,0.36238370291832583,0.01000000000019092,0.036865689956518094,PsychometricCurve(model='wh'),train,2
23,3,13.726208675762855,0.40515461584881973,0.010000000000004164,0.03620384724284964,PsychometricCurve(model='wh'),train,2
24,2,13.688050309502302,0.41967430052669497,0.010000000251767295,0.04999999999999342,PsychometricCurve(model='wh'),train,2
25,3,13.856677099782061,0.7069814097781606,0.010000000000001539,0.049999999999994695,PsychometricCurve(model='wh'),test,2
26,2,13.819444218820955,0.8500314524853292,0.010000000001000797,0.04999999999970635,PsychometricCurve(model='wh'),test,2
27,1,13.743856085946453,0.9231345528206507,0.010000000054154835,0.049999999998324766,PsychometricCurve(model='wh'),test,2
28,5,13.732796674290741,0.655046902473767,0.013008704838788767,0.04999999999999969,PsychometricCurve(model='wh'),test,2
29,4,13.805345882558784,0.6500720253246508,0.01000000000008738,0.04999999999980248,PsychometricCurve(model='wh'),test,2
