,type,mean,var,guess_rate,lapse_rate,model,set,subject
0,4,,,,,,train,0
1,2,13.79966944997412,0.8440516959766908,0.049999999999999996,0.049999999999999996,PsychometricCurve(model='wh'),train,0
2,1,13.603716160539198,0.5745608843476513,0.049999999999999996,0.049999999999999996,PsychometricCurve(model='wh'),train,0
3,3,13.68106033064376,0.5668769863788049,0.049999999999999996,0.049999999999999996,PsychometricCurve(model='wh'),train,0
4,5,13.652739177561028,0.5367497126409928,0.049999999999999996,0.049999999999999135,PsychometricCurve(model='wh'),train,0
5,5,14.452140719296139,3.9723537782825016,0.012855787187667752,0.049999648901708195,PsychometricCurve(model='wh'),test,0
6,2,15.673950813929462,5.474080885563292,0.04999999999914494,0.010000962338060498,PsychometricCurve(model='wh'),test,0
7,1,14.96522740378851,5.237969435893505,0.04999999995661611,0.04544712462554364,PsychometricCurve(model='wh'),test,0
8,4,14.523197885884638,3.506422214945227,0.029832173632532818,0.04999999999891725,PsychometricCurve(model='wh'),test,0
9,3,14.695489139651977,3.332606674762028,0.0499999988666447,0.04999999999812122,PsychometricCurve(model='wh'),test,0
10,4,13.919911864102845,1.367722958977106,0.04999999999707947,0.04999999999995854,PsychometricCurve(model='wh'),train,1
11,2,13.994954168735982,1.3988137476871854,0.04999945854038431,0.049999999999999996,PsychometricCurve(model='wh'),train,1
12,1,13.771548649712322,1.4509116385702647,0.049999999999999996,0.049999999999999996,PsychometricCurve(model='wh'),train,1
13,3,13.874772882934446,1.3749010579665102,0.040993171498950196,0.04999999999998891,PsychometricCurve(model='wh'),train,1
14,5,13.764526802084639,1.0507854378279415,0.04999999999999993,0.049999999999999746,PsychometricCurve(model='wh'),train,1
15,5,14.172689030120774,4.018969400421103,0.010000001510955772,0.0499999909417876,PsychometricCurve(model='wh'),test,1
16,2,14.64173372147574,4.4404679697250184,0.010000000003379668,0.049999999999999455,PsychometricCurve(model='wh'),test,1
17,1,14.685136641275259,4.229142719963724,0.04999999999999927,0.010000000084313935,PsychometricCurve(model='wh'),test,1
18,4,14.51663889193,3.802788347865912,0.010000000000383166,0.04999999999999997,PsychometricCurve(model='wh'),test,1
19,3,14.613328639419104,3.3334416996924805,0.031284002080265536,0.049999999948595,PsychometricCurve(model='wh'),test,1
20,4,13.60181977877155,0.5445683133023556,0.049999999999999996,0.049999999999999996,PsychometricCurve(model='wh'),train,2
21,2,13.622456716737403,0.584294403530518,0.049999999999999996,0.049999999999999996,PsychometricCurve(model='wh'),train,2
22,1,13.591962336038849,0.5272243587690827,0.049999999999999996,0.049999999999999996,PsychometricCurve(model='wh'),train,2
23,3,13.586826052945003,0.4903534754925887,0.049999999999999996,0.049999999999999996,PsychometricCurve(model='wh'),train,2
24,5,13.570857432062134,0.5277883898515945,0.049999999967749204,0.04999999999888203,PsychometricCurve(model='wh'),train,2
25,5,13.942892068678718,4.320182108216062,0.010000020174168765,0.04999999979042383,PsychometricCurve(model='wh'),test,2
26,2,15.27582168103489,6.445523086458517,0.010000005796765753,0.04999999999779645,PsychometricCurve(model='wh'),test,2
27,1,14.686913939400544,6.573165462049945,0.010000166230084007,0.04999991651030987,PsychometricCurve(model='wh'),test,2
28,4,14.143189911257302,3.5589116741552997,0.01000000003559652,0.04999999999999955,PsychometricCurve(model='wh'),test,2
29,3,14.258676643270347,3.99785564059988,0.010000000126886479,0.04999999999971002,PsychometricCurve(model='wh'),test,2
